event_id,publish_ms,ingest_ms,latency_ms
b00b807e-b5f1-499d-98ca-d159ad6285ac,1778702001774,1778702001809,35
ca218228-5b53-42bb-8d29-60af1a1d5d88,1778702001815,1778702002310,495
01a7370b-c457-489d-a433-6d20dfd53039,1778702001879,1778702002310,431
54daee69-7948-4c0b-a885-c6f73bb4f905,1778702001921,1778702002310,389
de01065e-705f-4025-8072-8ef92fec8a5d,1778702001983,1778702002310,327
c8d36bff-724f-4746-a46d-b6bb29fc4897,1778702002025,1778702002310,285
0a7a66e2-79db-40e4-a121-16dc2b8d23f8,1778702002089,1778702002310,221
2b0f8e31-63b6-4df9-96e8-c428f41371aa,1778702002132,1778702002310,178
f4f511d4-f833-4d3b-9862-14da19ff49aa,1778702002194,1778702002310,116
b1d6817f-a460-4570-8e4a-60f5b30f84af,1778702002237,1778702002310,73
47a5070e-6e9c-4aa2-a425-d78b839ff34b,1778702002299,1778702002310,11
695ed393-63bd-4734-8f42-752766f3d5fd,1778702002342,1778702002812,470
da8bb991-5db7-4c61-a45d-10633a728661,1778702002405,1778702002812,407
8fe2c927-614d-47af-a818-38b3cdcecfc9,1778702002447,1778702002812,365
6859b739-0734-4142-adc1-75ae6365b5f1,1778702002510,1778702002812,302
45c48063-a747-4e27-8fb4-79897a23d56a,1778702002553,1778702002812,259
ac749dfb-e670-472c-b43a-0e987b599f06,1778702002618,1778702002812,194
420140ba-3cbc-4a17-92f6-8533066a0fa5,1778702002659,1778702002812,153
d4986585-33b7-4c2f-b261-838d0a5a7fee,1778702002734,1778702002812,78
adf1022b-66f0-4a66-839c-82931a1faec0,1778702002773,1778702002812,39
851b5cfd-4b79-4062-827a-ec657e2ce4f2,1778702002838,1778702003312,474
0db55646-e12f-4665-b953-6a0a6d951e87,1778702002880,1778702003312,432
36e0d0c1-d07c-4d70-9ff5-1192e2fc8ad8,1778702002942,1778702003312,370
b7d539ac-85e6-4908-81b9-555747b07068,1778702002984,1778702003312,328
bc84b2e8-47ba-4a1f-a95c-5d88465fa7f2,1778702003047,1778702003312,265
cbada236-ec6c-4d64-bf0e-cee0e904d6fe,1778702003090,1778702003312,222
b2b3929a-5c2b-41e1-89fd-5f0b659693dc,1778702003154,1778702003312,158
069a6abf-80a2-4b18-b157-6493e4980f6f,1778702003197,1778702003312,115
337550bb-7f61-48ca-8e9a-058c4cd62458,1778702003260,1778702003312,52
4d8ff83f-d946-49b2-851a-f162bdd642e4,1778702003302,1778702003312,10
3f9313eb-cb01-41c4-a9bd-ad05b42d2ee4,1778702003365,1778702003814,449
0ad13b31-2aa8-48f6-8eeb-987ac311e5bf,1778702003407,1778702003814,407
174587b2-2a88-48e3-9af2-e39e61fbb83f,1778702003469,1778702003814,345
201fb44d-4011-4848-950b-34657e750dfb,1778702003512,1778702003814,302
6c0c26de-b830-4be3-a5e2-cfd98c373a8d,1778702003575,1778702003814,239
b1fb146d-ada9-4b9c-88ac-99669c1a7de2,1778702003617,1778702003814,197
fc83c5c8-b346-4e73-b3be-286e1e9965ed,1778702003680,1778702003814,134
da965646-b6d3-4adb-ab09-7f96bf9b3f6b,1778702003722,1778702003814,92
9007b56b-75b2-4a14-9574-b2c41dc697c3,1778702003785,1778702003814,29
2d2201f7-3e57-4dd2-8a65-d850e995a6ff,1778702003827,1778702004314,487
15df4028-54f1-48b9-897b-985f2c223945,1778702003889,1778702004314,425
9aee8ad2-8ece-4e6b-a57f-2769c5c3cc42,1778702003932,1778702004314,382
914c5491-eb5b-40ad-839c-cf02da180a14,1778702003995,1778702004314,319
39a98a81-0f11-467d-bdba-e5dcdfe7473a,1778702004037,1778702004314,277
c15ea3b1-93c6-47d6-b0ed-507d6d608de7,1778702004100,1778702004314,214
d39a1d16-9419-4213-b8c8-faa5faa3c5a2,1778702004142,1778702004314,172
fafc33bb-868f-455e-ba5a-e61c07bde5df,1778702004204,1778702004314,110
f56e8db5-e143-4220-b881-35c66f29fcd9,1778702004247,1778702004314,67
a462f964-b2a7-431e-8a6d-6fb33f494cdb,1778702004309,1778702004314,5
be6da2e7-01ce-4bfc-99ae-194c02138aba,1778702004350,1778702004814,464
26cfcb78-5de0-4e6b-8d7d-8251c7385c8c,1778702004413,1778702004814,401
bbd2013f-645b-498c-92ad-395fcec377ba,1778702004454,1778702004814,360
a3aa4190-1d7e-4677-a4af-332a5c94cbaa,1778702004516,1778702004814,298
6c766bb0-6337-4338-8a9a-27c48e2c9431,1778702004559,1778702004814,255
f7a6f122-ad5f-4427-a4eb-821951999430,1778702004621,1778702004814,193
2848c971-aa90-4c43-8f68-3614cb60371e,1778702004663,1778702004814,151
df451977-8211-4bbe-9c7f-4186a3e507fc,1778702004727,1778702004814,87
7dd5e6f6-2840-476b-8999-cca2661adb29,1778702004768,1778702004814,46
3ff1e430-8ddf-4619-8655-3dd0f3fb5864,1778702004832,1778702005314,482
788a427f-9845-41ed-a274-cf2b684fc2cd,1778702004876,1778702005314,438
0c0d7db9-00ca-4fbb-845a-c6ca4566ccea,1778702004937,1778702005314,377
4a98ae68-01d6-46a4-8aa1-5ce6972e9f44,1778702004981,1778702005314,333
b28a5345-bf46-4867-b40b-93a9948ace73,1778702005044,1778702005314,270
528042d3-be18-4eed-8094-f166654aae6e,1778702005086,1778702005314,228
553ab9dd-b13b-4e4d-bf67-f8b3a90a2d66,1778702005151,1778702005314,163
59458e73-2e0c-448a-b1e7-53a0158d5d85,1778702005193,1778702005314,121
6915ab60-d495-47ae-8fcd-984fe9ae4c70,1778702005256,1778702005314,58
ef501226-ca31-4f80-a38d-19a3ecfb3b78,1778702005298,1778702005314,16
e4a2a651-cb43-4d52-8b3e-d17b7e76c846,1778702005360,1778702005815,455
a7c9b124-9734-4f5d-abd2-8334be8acc07,1778702005402,1778702005815,413
5f2fecdb-163c-428a-bc0c-822c86ee335c,1778702005465,1778702005815,350
68daddc9-0b90-4d00-b6f0-fcba082059aa,1778702005507,1778702005815,308
069f61d2-1250-4fae-958b-b950bbfcc96c,1778702005570,1778702005815,245
e3912164-3dae-4121-be39-0ae0ba3bc57b,1778702005614,1778702005815,201
8abffce5-a0e5-467c-96fe-478b0787ea6e,1778702005676,1778702005815,139
f18248bd-536b-40f3-a5ef-4031a5616dfb,1778702005720,1778702005815,95
57b77637-f2ee-4406-b080-737f137bc381,1778702005784,1778702005815,31
75dc4ced-9b95-4a27-a07a-dbea01e39c5e,1778702005825,1778702006316,491
e6ad3450-0fa0-407a-b5ab-4c8f87f721a7,1778702005888,1778702006316,428
32226701-3b1c-4d84-b816-5459df09f1a5,1778702005931,1778702006316,385
0413ff0d-6050-4dd8-b4af-9632a8560871,1778702005993,1778702006316,323
07ffc23e-704c-4512-b69f-a27ec281b19e,1778702006035,1778702006316,281
3b0b64b7-f732-4e9d-a892-9073b94fdf1e,1778702006097,1778702006316,219
ea659f22-3c20-47c9-98a3-f72b82760e70,1778702006139,1778702006316,177
0c957edd-2e4f-4adc-89d3-3c6dc5870d8f,1778702006202,1778702006316,114
9222f521-0513-4d00-b768-3f6828123de5,1778702006245,1778702006316,71
eb7a8a07-5e69-419a-a0b6-18bc42eb7c7d,1778702006309,1778702006316,7
dff205d5-4bbc-441c-a8f1-4b18cf5ec735,1778702006351,1778702006817,466
a72b1be6-a38e-44f4-b411-164a43764550,1778702006414,1778702006817,403
4e9ad7cb-6ff2-4d72-8a05-6e362342e040,1778702006456,1778702006817,361
3201e687-0af9-4017-b50e-a65c668c9814,1778702006519,1778702006817,298
689ddf70-ea59-4d9f-8713-f4f105d13bbd,1778702006562,1778702006817,255
6e4c89eb-44ec-41ec-9c9c-da34cbf0c662,1778702006624,1778702006817,193
62e7cef6-efe5-400b-9709-e10af9d6e686,1778702006668,1778702006817,149
1882c352-00f2-4ef2-a7a0-48e29d456f2e,1778702006729,1778702006817,88
b3fd4728-c1a3-4da8-b2b3-3cc51cce4231,1778702006773,1778702006817,44
9f3d1e85-6b8d-4049-b578-bd4d46b0caba,1778702006835,1778702007318,483
